,z_gt,x_camera,y_camera,z_camera,ID
0,31441,727.7532348632812,-270.8794250488281,2074.513671875,badge
1,29337,1132.3751220703125,-344.34173583984375,1393.5128173828125,badge
2,3051,1093.00634765625,-344.68829345703125,1739.1793212890625,badge
3,3228,783.6920776367188,-309.1267395019531,2197.917724609375,badge
4,3872,671.6024780273438,-326.99224853515625,2301.402587890625,badge
5,3897,613.7639770507812,-357.2689514160156,2283.304443359375,badge
6,3894,733.7748413085938,-311.13311767578125,2258.384033203125,badge
7,3626,572.524169921875,-226.4549102783203,2289.153076171875,badge
8,2820,1165.8302001953125,19.861364364624023,1348.7236328125,badge
9,2732,1079.9344482421875,-155.45750427246094,1643.152099609375,badge
10,2954,950.73828125,-54.80605697631836,1927.574462890625,badge
11,2590,855.797607421875,36.915611267089844,1938.650146484375,badge
12,3354,719.9747924804688,171.5389862060547,2373.552978515625,badge
13,3988,765.6681518554688,41.85356521606445,2377.598876953125,badge
14,3855,816.4105224609375,-19.29728889465332,2327.23779296875,badge
15,3693,769.7517700195312,-73.20428466796875,2338.055419921875,badge
16,3447,872.4261474609375,-43.37345886230469,2190.4775390625,badge
17,3306,988.50439453125,-76.28488159179688,2058.171630859375,badge
18,3374,958.3726196289062,-24.32772445678711,2178.113037109375,badge
19,3395,851.1314697265625,-78.98568725585938,2217.09423828125,badge
20,3421,857.89306640625,-62.141441345214844,2185.56591796875,badge
21,3432,887.5699462890625,-65.15606689453125,2181.22802734375,badge
22,3622,945.2010498046875,37.20674514770508,2113.624267578125,badge
23,29163,903.184814453125,-48.2878532409668,2129.2666015625,badge
24,30571,862.9027099609375,-58.27386474609375,2158.7685546875,badge
25,32021,923.1650390625,-97.46827697753906,2132.965576171875,badge
26,38856,527.3744506835938,24.967079162597656,2398.33447265625,badge
27,36297,876.1607666015625,190.91650390625,2240.3154296875,badge
28,3225,929.1019287109375,-84.91169738769531,2205.32568359375,badge
29,3248,853.7637329101562,77.54199981689453,2223.951171875,badge
30,3501,908.6838989257812,371.9569091796875,2186.7294921875,badge
31,3435,972.3040771484375,294.38787841796875,2126.347900390625,badge
32,3300,1127.8673095703125,416.4425048828125,1841.0069580078125,badge
33,3286,948.2947387695312,453.5449523925781,2141.20703125,badge
34,3500,883.2666625976562,328.927490234375,2258.485107421875,badge
35,3308,1045.78955078125,357.52667236328125,2101.894287109375,badge
36,3645,909.2853393554688,612.4114379882812,2158.288818359375,badge
37,3166,1021.4183959960938,617.3345336914062,2041.10791015625,badge
38,3232,1121.1982421875,574.13916015625,1771.8699951171875,badge
39,3624,1038.7586669921875,626.446044921875,1968.25048828125,badge
40,3251,1099.93017578125,562.0068969726562,1941.281005859375,badge
41,3289,1179.3580322265625,524.6554565429688,1794.4278564453125,badge
42,3202,1172.696533203125,538.6898803710938,1772.651611328125,badge
43,3030,1213.3475341796875,487.03350830078125,1690.7100830078125,badge
44,3006,1232.706787109375,440.7701110839844,1645.1328125,badge
