,z_gt,x_camera,y_camera,z_camera,ID
0,2938,494.7538146972656,327.1500244140625,1122.748291015625,bootlegger
1,2933,522.7061767578125,342.34210205078125,1174.8861083984375,bootlegger
2,2937,789.973388671875,410.6108703613281,1462.32861328125,bootlegger
3,2938,349.7025451660156,160.14334106445312,535.9608154296875,bootlegger
4,2927,139.4994659423828,225.84762573242188,1566.5147705078125,gman
5,2927,-18.546106338500977,244.84034729003906,837.2261962890625,bootlegger
6,2927,-98.74029541015625,177.7863006591797,626.0748901367188,bootlegger
7,2927,-400.89617919921875,488.7880554199219,1721.268310546875,bootlegger
8,2927,-63.425899505615234,142.74435424804688,495.2858581542969,bootlegger
9,2927,-54.621788024902344,129.64630126953125,444.9339904785156,bootlegger
10,2927,-68.58019256591797,174.15817260742188,589.1295166015625,bootlegger
11,2927,-122.93782806396484,163.66722106933594,555.632080078125,bootlegger
12,2927,-112.75736999511719,120.55524444580078,427.72601318359375,bootlegger
13,2927,-2574.75,2217.890380859375,7695.50390625,bootlegger
14,2927,-2892.603759765625,2217.890380859375,7695.50390625,bootlegger
15,2927,-2876.3037109375,1256.17822265625,7695.50390625,bootlegger
16,2935,-3210.457763671875,2299.391357421875,7695.50390625,bootlegger
17,2934,-3854.31591796875,1419.1802978515625,7695.50390625,bootlegger
18,2933,-3813.5654296875,1932.6368408203125,7695.50390625,bootlegger
19,2933,-3740.214599609375,1386.5799560546875,7695.50390625,bootlegger
20,2933,-3740.214599609375,2250.49072265625,7695.50390625,bootlegger
21,2933,-3055.60595703125,1533.28173828125,7695.50390625,bootlegger
22,2933,-3063.756103515625,2307.54150390625,7695.50390625,bootlegger
23,2936,-2476.94873046875,2331.99169921875,7695.50390625,bootlegger
24,2936,-95.53425598144531,134.22930908203125,433.85504150390625,bootlegger
25,2936,-62.44085693359375,122.39041137695312,412.535400390625,bootlegger
26,2937,40.635372161865234,130.6155548095703,435.5945739746094,bootlegger
27,2938,81.76171112060547,126.88721466064453,421.67144775390625,bootlegger
28,2943,160.99241638183594,139.85052490234375,464.7511291503906,bootlegger
29,2941,187.60630798339844,126.40580749511719,409.9713439941406,bootlegger
30,2943,248.1352996826172,138.95742797851562,452.23333740234375,bootlegger
31,2934,278.2545471191406,145.70016479492188,474.1773986816406,bootlegger
32,2947,815.8936767578125,385.550537109375,1250.4542236328125,bootlegger
33,4067,300.63201904296875,178.6489715576172,523.652099609375,bootlegger
34,4154,126.14828491210938,626.1089477539062,3395.0751953125,bootlegger
35,4553,2.8081374168395996,292.4296569824219,859.8328247070312,bootlegger
36,4569,95.95648956298828,254.25230407714844,736.1183471679688,bootlegger
37,4569,156.69461059570312,254.90550231933594,707.632568359375,bootlegger
38,4571,174.15988159179688,187.96038818359375,520.2593994140625,bootlegger
39,4572,41.40475082397461,248.90919494628906,722.8653564453125,bootlegger
40,4572,176.36976623535156,233.09837341308594,652.8529663085938,bootlegger
41,4586,206.4495849609375,230.21429443359375,679.0150756835938,bootlegger
42,4572,142.78611755371094,189.80508422851562,554.6309204101562,bootlegger
43,4575,218.40069580078125,194.70860290527344,574.2913208007812,bootlegger
44,4579,256.6286315917969,213.44796752929688,637.52880859375,bootlegger
45,4567,295.21026611328125,180.51597595214844,544.3327026367188,bootlegger
46,4576,309.9059143066406,171.7880401611328,519.6738891601562,bootlegger
47,4569,2501.56298828125,1307.33349609375,3929.619140625,bootlegger
48,4573,886.5092163085938,446.2212829589844,1341.2642822265625,bootlegger
49,3147,270.6679382324219,113.59040069580078,415.5052795410156,bootlegger
50,3147,1446.388916015625,613.1091918945312,2314.437255859375,bootlegger
51,2949,1409.96875,315.1832275390625,2252.342529296875,bootlegger
52,2432,206.8004608154297,112.11029815673828,419.8501892089844,bootlegger
53,2434,668.4747314453125,342.3114318847656,1252.1497802734375,bootlegger
54,2498,527.4321899414062,320.23663330078125,1157.9442138671875,bootlegger
55,2498,-271.72003173828125,239.26699829101562,1722.8740234375,gman
56,2569,309.7234191894531,293.7811584472656,1078.8089599609375,bootlegger
57,2567,179.09664916992188,306.3343811035156,1111.93310546875,bootlegger
58,2567,-114.56626892089844,250.36553955078125,941.3460693359375,bootlegger
59,2567,-2444.34814453125,2046.73828125,7695.50390625,bootlegger
60,2567,-3340.859619140625,2095.638916015625,7695.50390625,bootlegger
61,2567,-2974.10498046875,2128.2392578125,7695.50390625,bootlegger
62,2567,-78.73572540283203,117.50965118408203,450.7983703613281,bootlegger
63,2573,137.55691528320312,277.32550048828125,1063.89453125,bootlegger
64,2525,203.29701232910156,110.34784698486328,430.31707763671875,bootlegger
65,2521,1077.1461181640625,450.64910888671875,1714.87548828125,bootlegger
66,2184,504.72998046875,146.40081787109375,1054.1785888671875,gman
67,2179,888.4652099609375,380.901123046875,1302.4830322265625,bootlegger
68,2107,241.69290161132812,101.96481323242188,458.1793518066406,bootlegger
69,2107,-52.369285583496094,146.1376953125,1076.921875,gman
70,2181,337.7386779785156,336.1213073730469,1601.8394775390625,bootlegger
71,2181,-280.7005920410156,504.9518127441406,2456.011962890625,bootlegger
72,2181,-3063.756103515625,1631.0830078125,7695.50390625,bootlegger
73,2181,-2941.50439453125,1704.4339599609375,7695.50390625,bootlegger
74,2168,-239.90045166015625,222.04129028320312,948.1113891601562,bootlegger
75,2163,12.20872974395752,227.45895385742188,953.9880981445312,bootlegger
76,2122,-228.55076599121094,230.1371612548828,1233.7481689453125,bootlegger
77,2131,154.54441833496094,227.40895080566406,1041.692626953125,bootlegger
78,2131,65.27561950683594,178.7488250732422,843.3428955078125,bootlegger
79,2131,189.04721069335938,236.63662719726562,1122.066162109375,bootlegger
80,2075,184.47789001464844,86.10016632080078,402.20404052734375,bootlegger
81,2046,220.7491912841797,90.30880737304688,421.86407470703125,bootlegger
82,2125,350.5345764160156,251.1999053955078,1203.205810546875,bootlegger
83,2125,10.499337196350098,253.43943786621094,1226.3751220703125,bootlegger
84,2125,-300.62664794921875,244.0360107421875,1193.1014404296875,bootlegger
85,2125,-2949.654541015625,1663.683349609375,7695.50390625,bootlegger
86,2125,-3422.360595703125,1704.4339599609375,7695.50390625,bootlegger
87,1996,-3748.36474609375,1174.67724609375,7695.50390625,bootlegger
88,1953,-2648.100830078125,1093.17626953125,7695.50390625,bootlegger
89,1890,-2574.75,1101.3262939453125,7695.50390625,bootlegger
90,1888,-20.878637313842773,66.06713104248047,438.9070739746094,bootlegger
91,1882,326.22247314453125,167.54869079589844,823.41552734375,bootlegger
92,1882,394.41571044921875,159.66514587402344,780.6090087890625,bootlegger
