,z_gt,x_camera,y_camera,z_camera,ID
0,4656,437.1361083984375,-328.3445739746094,2692.603271484375,badge
1,4708,223.8644256591797,-203.83993530273438,2737.26025390625,badge
2,4708,33.40637969970703,-467.1765441894531,2958.522216796875,badge
3,4675,181.9602508544922,-924.4058227539062,2884.5029296875,badge
4,4593,418.1554260253906,-591.6410522460938,2746.0244140625,badge
5,4699,413.75494384765625,-612.77734375,2717.12646484375,badge
6,5013,149.42050170898438,-176.71932983398438,2744.1640625,badge
7,5088,439.65911865234375,88.19530487060547,2757.005859375,badge
8,5024,601.1215209960938,417.987060546875,2565.84521484375,badge
9,4949,294.9836120605469,562.7431640625,2536.160888671875,badge
10,4892,49.30709457397461,246.5040740966797,2667.455322265625,badge
11,4890,-12.092231750488281,330.9258728027344,2667.43603515625,badge
12,4959,425.3195495605469,-311.67156982421875,2716.0908203125,badge
13,4967,458.2003173828125,-337.1188049316406,2797.560791015625,badge
14,4946,392.8974609375,-745.9065551757812,2791.105712890625,badge
15,4851,413.18267822265625,-795.8377075195312,3060.313720703125,badge
16,4670,542.3744506835938,-510.563232421875,2734.947021484375,badge
17,4799,502.5516357421875,-342.4800720214844,2775.77490234375,badge
18,4983,548.3401489257812,54.647151947021484,2668.247802734375,badge
19,5012,742.1115112304688,357.3600158691406,2581.1923828125,badge
20,4934,219.59181213378906,401.9818420410156,2733.09423828125,badge
21,4881,126.48834228515625,362.86724853515625,2676.596435546875,badge
22,4857,-28.228124618530273,135.14295959472656,2743.85205078125,badge
23,4758,-113.09819030761719,859.151123046875,2445.18896484375,badge
24,4712,215.4911346435547,-44.591793060302734,2634.87744140625,badge
25,4776,288.62646484375,-405.54412841796875,2716.721923828125,badge
26,4752,276.2150573730469,-400.2427673339844,2788.71044921875,badge
27,4799,3.6160831451416016,-689.0884399414062,2961.0556640625,badge
28,4907,283.0093078613281,-663.6702270507812,2942.79150390625,badge
29,4907,37.86421585083008,-897.5762329101562,2974.361328125,badge
30,4706,412.334716796875,-539.0536499023438,2759.948486328125,badge
31,4775,285.9616394042969,-460.7449035644531,2766.56396484375,badge
32,4902,308.3813781738281,-137.70919799804688,2753.52294921875,badge
33,4863,779.0361938476562,77.73343658447266,2429.96533203125,badge
34,4742,513.4069213867188,63.276790618896484,2551.85302734375,badge
35,4618,384.8465576171875,126.91320037841797,2503.63232421875,badge
36,4516,459.5916748046875,25.81085777282715,2479.3876953125,badge
37,4400,-7.405613899230957,-9.514839172363281,2393.033203125,badge
38,4349,143.04612731933594,137.25709533691406,2495.243408203125,badge
39,4373,251.81838989257812,50.59979248046875,2470.628173828125,badge
40,4391,159.1756134033203,58.938987731933594,2523.312255859375,badge
41,4428,239.04647827148438,11.401864051818848,2449.021484375,badge
42,4420,199.67446899414062,281.8194885253906,2441.482177734375,badge
43,4411,167.0196990966797,196.29623413085938,2426.324462890625,badge
44,4360,50.1258544921875,463.27288818359375,2346.5029296875,badge
45,4302,192.3981475830078,521.9938354492188,2352.512451171875,badge
46,4286,169.83700561523438,351.9764404296875,2416.744140625,badge
47,4267,335.0050048828125,-99.49536895751953,2404.416015625,badge
48,4265,433.92718505859375,-124.30133819580078,2415.934326171875,badge
49,4293,134.4639892578125,-350.8736877441406,2469.482421875,badge
50,4242,201.18832397460938,-354.05322265625,2597.042236328125,badge
51,4413,358.2219543457031,-639.8052978515625,2544.7744140625,badge
52,4572,390.71923828125,-273.7652587890625,2615.266357421875,badge
53,4581,670.780517578125,164.36929321289062,2368.6474609375,badge
54,4557,579.6507568359375,171.44332885742188,2372.229248046875,badge
55,4526,675.0498046875,273.76165771484375,2371.6748046875,badge
56,4511,750.1607055664062,289.979736328125,2258.808837890625,badge
57,4493,553.7826538085938,-9.635202407836914,2423.30517578125,badge
58,4500,116.14281463623047,-75.71900939941406,2534.84326171875,badge
59,4480,684.5812377929688,58.748558044433594,2369.23681640625,badge
60,4486,398.0111083984375,33.46518325805664,2518.56103515625,badge
61,4505,344.0147705078125,334.8292236328125,2443.847900390625,badge
62,4424,186.8944854736328,623.2268676757812,2326.13525390625,badge
