,z_gt,x_camera,y_camera,z_camera,ID
0,3124,-138.97706604003906,206.38047790527344,1582.6229248046875,gman
1,3113,-227.5757293701172,293.82720947265625,2217.192138671875,gman
2,3101,-473.2240295410156,314.28546142578125,2352.765625,gman
3,3096,301.8824157714844,396.8332214355469,896.1285400390625,bootlegger
4,2570,-41.717979431152344,153.47401428222656,1096.7464599609375,gman
5,2150,-103.42711639404297,186.0001678466797,1339.319091796875,gman
6,2149,-39.473209381103516,167.42442321777344,1205.56201171875,gman
7,2146,-33.3363151550293,150.61911010742188,1127.54638671875,gman
8,2174,-10.796781539916992,204.70408630371094,1473.9991455078125,gman
9,2239,-211.6746826171875,210.41363525390625,1515.111572265625,gman
10,2160,83.01651000976562,147.07322692871094,1373.1754150390625,gman
11,2341,507.785888671875,107.8934326171875,841.0386962890625,gman
12,2341,-89.38761901855469,186.54922485351562,1385.537109375,gman
13,2561,-309.59014892578125,195.779541015625,1282.583984375,gman
14,2820,-103.95684051513672,221.845703125,1585.33984375,gman
15,2822,-131.3343963623047,326.7276306152344,2300.026123046875,gman
16,3024,767.106201171875,454.0312194824219,1428.3997802734375,bootlegger
17,3173,1120.98876953125,518.3176879882812,1859.9405517578125,bootlegger
18,3173,1822.0552978515625,441.4810485839844,3017.8447265625,bootlegger
19,3716,510.8560485839844,268.66339111328125,856.6423950195312,bootlegger
20,3532,1232.99365234375,623.36962890625,2101.16162109375,bootlegger
21,3402,1096.08056640625,517.6705932617188,2061.295654296875,bootlegger
22,3528,1492.0968017578125,387.9670715332031,2407.98046875,bootlegger
23,3499,1720.7579345703125,460.2763366699219,2616.035400390625,bootlegger
24,3645,-145.4173583984375,253.48214721679688,1992.363525390625,gman
25,3847,1736.93701171875,694.4649658203125,2837.05224609375,bootlegger
26,3877,240.14236450195312,121.86911010742188,415.22503662109375,gman
27,3761,230.85121154785156,153.30906677246094,443.86468505859375,bootlegger
28,3739,1048.6527099609375,513.8771362304688,1823.2191162109375,bootlegger
29,3516,580.6837158203125,158.89132690429688,1048.19580078125,bootlegger
30,3516,1456.846435546875,652.369873046875,2619.74609375,bootlegger
31,3255,1397.0067138671875,577.7825317382812,2456.011962890625,bootlegger
32,3255,-226.31430053710938,316.4804382324219,2227.89013671875,gman
33,3255,1318.0238037109375,538.650634765625,2300.026123046875,gman
34,2978,379.70001220703125,245.79522705078125,748.3472290039062,bootlegger
35,2978,-214.7858123779297,346.44805908203125,2475.765380859375,gman
36,2708,-87.43675994873047,196.09275817871094,1401.3057861328125,gman
37,2476,-100.82427978515625,178.8662567138672,1287.950439453125,gman
38,2316,305.6639404296875,86.3528823852539,631.4259643554688,gman
39,2374,-182.083251953125,188.8787078857422,1522.60595703125,gman
40,2534,725.2760620117188,264.8175354003906,1581.2679443359375,bootlegger
41,2421,89.28202819824219,114.12922668457031,557.982177734375,bootlegger
42,2399,410.1788330078125,169.18431091308594,818.670654296875,bootlegger
43,2399,-95.09368133544922,180.8032684326172,1322.062255859375,gman
44,2488,-147.64134216308594,208.36248779296875,1500.3419189453125,gman
45,2573,-164.6254425048828,227.0164337158203,1672.9356689453125,gman
46,2731,-112.50116729736328,209.61090087890625,1497.9083251953125,gman
47,3459,-539.7310180664062,333.9768371582031,2404.844970703125,gman
48,3227,670.8512573242188,417.74365234375,1021.527099609375,bootlegger
49,3068,-130.4816131591797,213.06698608398438,1522.60595703125,gman
50,3067,1762.3819580078125,2212.046142578125,4822.248046875,bootlegger
51,2688,570.69677734375,296.8683166503906,2137.639892578125,gman
52,2461,-171.96817016601562,294.43280029296875,2257.849609375,gman
53,2548,2.0304884910583496,245.6841278076172,1769.0814208984375,gman
54,2591,-45.35777282714844,284.3616638183594,2047.584228515625,gman
55,2546,-71.89427185058594,218.17124938964844,1700.663818359375,gman
56,2456,-71.96580505371094,180.4469757080078,1479.9046630859375,gman
57,2394,-69.287841796875,146.11009216308594,1129.615234375,gman
58,2477,80.71167755126953,224.564208984375,1491.858642578125,gman
59,2724,313.6001281738281,35.87257385253906,482.9814147949219,bootlegger
60,2990,2653.112548828125,-94.64058685302734,4086.1083984375,bootlegger
61,2990,346.85858154296875,110.49786376953125,2167.74755859375,gman
62,2922,1005.0828857421875,-219.3683624267578,2206.59619140625,gman
63,3164,1061.5689697265625,392.4503173828125,2217.192138671875,bootlegger
64,3164,-29.28202247619629,351.71673583984375,2320.25244140625,gman
65,3268,1825.1873779296875,1570.55419921875,3538.162841796875,bootlegger
